index,reason,company,product_descrpition,brand_name,date,url
1123,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm224987.htm,Hartz Mountain Corporation,Dog treats,Hartz Naturals,Salmonella,09/2010
1124,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm224797.htm,Whole Foods Market,Cheese,"Morningland Dairy, Ozark Hills Farm",Listeria monocytogenes and Staphylococcus aureus,09/2010
1125,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm224712.htm,Torn &amp; Glasser,"Mixed nuts, no peanuts",Torn &amp; Glasser,Undeclared Peanuts,09/2010
1126,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm224929.htm,"Cibo Vita, Inc.",Mediterranean Mix,Woodpecker,Undeclared sulfites,09/2010
1127,http://www.fda.gov/Safety/Recalls/ucm340248.htm,MKG Provisions,Atlantic Smoked Salmon,"UpRiver, Nordic Choice",Potential to be contaminated with Listeria monocytogenes,09/2010
1128,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm224675.htm,The Procter &amp; Gamble Company,,Iams,Salmonella,08/2010
1129,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm224494.htm,"Morningland Dairy of the Ozarks, LLC",Cheese,"Morningland Dairy, Ozark Hills Farm",Listeria monocytogenes and Staphylococcus aureus,08/2010
1130,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm224843.htm,"Good Taste Noodle MFG., Inc.",Egg noodles and wonton skins,Taste Good,Salmonella,08/2010
1131,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm224352.htm,The Procter &amp; Gamble Company,,Iams,Salmonella,08/2010
1132,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm224300.htm,QUESERIA CHIPILO INC.,,"QUESERIA CHIPILO, QUESO CHIPILO,   CHIPILO, more",Listeria monocytogenes,08/2010
1133,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm224301.htm,Sparboe Farms,,,Salmonella,08/2010
1134,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm224510.htm,Paleta California Co.,Frozen Mamey Fruit Bars,Paleta California,Salmonella typhi,08/2010
1135,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm224569.htm,Torn &amp; Glasser,"Mixed nuts, no peanuts",Torn &amp; Glasser,Undeclared Peanuts,08/2010
1136,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm224627.htm,"Queseria Chipilo, Inc.",Cheese,"Queseria Chipilo, Chipilo, Aztlan, more",Listeria monocytogenes,08/2010
1137,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm224199.htm,"Cal-Maine Foods, Inc.",Eggs,"Wagon Trail, West Creek, Sam’s",Salmonella,08/2010
1138,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm224085.htm,Wright County Egg,Eggs,Cardenas Market,Salmonella,08/2010
1139,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm224076.htm,Trafficanda Egg Ranch,Eggs,"Trafficanda Ranch, Trafficanda Family",Salmonella,08/2010
1140,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm223937.htm,"Natural Wellness, Inc.",Dietary supplement capsules,MasXtreme,"Undeclared drug substance: Aminotadalafil, an analog of tadalafil",08/2010
1141,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm223977.htm,Azteca Linda Corp.,,Queso El Azteca,Listeria monocytogenes,08/2010
1142,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm223747.htm,"Moark, LLC",Eggs,"Yucaipa Valley, Albertsons, Mountain Dairy, Farmer’s Gems",Salmonella,08/2010
1143,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm223760.htm,NuCal Foods,Eggs,"Bayview, Becky, Cal, more",Salmonella,08/2010
1144,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm223549.htm,Luberski Inc.,Eggs,"CRF, Alta Dena Dairy, Driftwood Dairy, more",Salmonella,08/2010
1145,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm223824.htm,Integra LifeSciences Corporation,NeuroBalloon Catheter,NeuroBalloon,Potential complications concerning inflation or deflation of the balloon component during intracranial procedures,08/2010
1146,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm223452.htm,"Hillandale Farms of Iowa, Inc.",Eggs,"Hillandale Farms, Sunny Farms, Sunny Meadow, more",Salmonella,08/2010
1147,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm223539.htm,Milton&#39;s Baking Company,Bread,Milton&#39;s,Undeclared milk,08/2010
1148,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm223531.htm,"GloryBee Foods, Inc.",Whole Raw Pistachio and Whole Raw Pistachio Kernels,Aunt Patty&#39;s,Salmonella,08/2010
1149,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm223328.htm,"Country Eggs, Inc.",Eggs,"Country Eggs, Inc.",Salmonella,08/2010
1150,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm223487.htm,"Snow White Food Products, Inc.",Sprouts,"Snow White Food Products, Inc.",Salmonella,08/2010
1151,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm223524.htm,"AustiNuts Wholesale, Inc.",Pistachio kernel products,AustiNuts,Salmonella,08/2010
1152,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm223139.htm,Wright County Egg,Eggs,"Albertsons, Farm Fresh, James Farms, more",Salmonella,08/2010
1153,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm223131.htm,Moonstruck Chocolate Co.,Candy,Moonstruck,Undeclared peanuts,08/2010
1154,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm223082.htm,"Glow Industries, Inc.","Dietary supplement, Mr. Magic Male Enhancer",Don Wands,"Undeclared drug substance: Sulfoaildenafil and Hydroxythiosildenofil, analogues of Sildenafil",08/2010
1155,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm223141.htm,J &amp; H Besta Corp.,Slim-30 Herb Supplement,Slim-30,Undeclared drug substance: Desmethyl Sibutramine,08/2010
1156,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm224278.htm,"Fruiti Pops, Inc.",Frozen Mamey Fruit Bars,Fruiti Pops,Salmonella Typhi,08/2010
1157,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm223383.htm,"Montalvan’s Sales, Inc.",Mamey pulp,La Nuestra,Salmonella,08/2010
1158,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm222865.htm,"NBTY Acquisition, LLC, dba Leiner Health Products","Dietary supplement: Air Shield, Air Protector, Immune System Support, and AirHealth Effervescent Tablets and Stick Packs","Equate, Meijer, Walborn, Safeway, Equaline, Top Care, Your Life,

CVS, Longs Wellness, Trader Darwin’s, Target, Safeway Select, 

Premier Value, Sunmark, Target Up &amp; Up",Undeclared Soy,08/2010
1159,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm223140.htm,NuCal Foods,Eggs,"Bayview, Mountain Dairy, Nulaid, more",Salmonella,08/2010
1160,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm223727.htm,"NY Fish, Inc.",Smoked Herring,NY Fish,Clostridium botulinum,08/2010
1161,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm222964.htm,"Sunny Lake Trading, Inc.",Dried Dates,Golden Bridge,Undeclared Sulfites,08/2010
1162,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm222940.htm,Elie Baking Corp. dba Near East Baking Corporation,Low carb white and whole wheat tortillas,Food City,Undeclared Soy,08/2010
1163,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm222663.htm,"Contessa Premium Foods, Inc., Kroger Co.",Meals Made Simple Shrimp Linguini,Kroger,Undeclared milk product,08/2010
1164,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm222506.htm,"Goya Foods, Inc.",Frozen Mamey Pulp,Goya Foods,Potentially contaminated with Salmonella,08/2010
1165,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm222501.htm,Wright County Egg,Shell eggs,1-Lucerne; 2-Albertson; 3-Mountain Dairy; 4-Ralph’s; 5-Boomsma’s; 6-Sunshine; 7-Hillandale; 8-Trafficanda; 9-Farm Fresh; 10-Shoreland; 11-Lund; 12-Dutch Farms; and 13-Kemps,Potentially contaminated with Salmonella,08/2010
1166,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm222585.htm,"Merrick Petcare, Inc.","Dog treats - Texas Hold&#39;ems, Beef Filet Squares",Merrick,Potentially contaminated with Salmonella,08/2010
1167,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm221958.htm,"Novacare, LLC","Dietary Supplement: Stiff Nights, Aziffa, Size Matters, Erex, Mojo, Hard Drive, Eyeful, Red Magic, Straight Up, Zotrex, Monster Excyte, WOW, Xaitrex, Verect, Prolatis, Xytamax, Maxyte, Libidinal, OMG, OMG45, Zilex (with Golden Spear)",Novacare,Undeclared drug substance: Sulfoaildenafil,08/2010
1168,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm221943.htm,Fresh Express,Veggie Lovers Salad,Fresh Express,Listeria monocytogenes,08/2010
1169,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm221940.htm,"Ikaria, Inc.",Nitric Oxide drug-delivery system,INOMAX,Potential failure of a pressure switch which may have an impact on administration,08/2010
1170,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm222336.htm,"Strong America, Ltd.",Dried Potatoes,Golden Smell,Undeclared Sulfites,08/2010
1171,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm222315.htm,Prolatis’,Dietary supplement,Prolatis’,"Undeclared drug substance: Sulfoaildenafil, an analogue of Sildenafil",08/2010
1172,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm221660.htm,"EZVille, Ltd",Solo Slim® and Solo Slim® Extra Strength capsules,EZVille,Undeclared drug substance: Didesmethyl sibutramine,08/2010
1173,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm225114.htm,Tiger King Inc.,Dried apricots,Rehmat,Undeclared sulfites,08/2010
1174,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm221658.htm,South Bend Chocolate Company,"Bountiful Blend, a blend of chocolate covered mixed nuts and dried fruits",South Bend Chocolate Company,undeclared tree nuts,08/2010
1175,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm221663.htm,EZVille Ltd,Revivexxx® Extra Strength tablet,EZVille,Undeclared drug substance: tadalafil,08/2010
1176,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm222631.htm,Mexicali Cheese Corp.,Cotija Cheese,Queso Cotija,Staphylococcus aureus,08/2010
1177,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm221422.htm,"Optimus, Inc., d/b/a/ Marky&#39;s",,Eugenio Brezzi,Under-processed resulting in possible contamination with microorganisms,08/2010
1178,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm221198.htm,"Merrick Petcare, Inc.",Texas Hold&#39;ems Beef Filet Squares for Dogs,Merrick,Potentially contaminated with Salmonella,08/2010
1179,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm220780.htm,The Procter &amp; Gamble Company,Dry Pet Food,"Iams, Eukanuba",Salmonella,07/2010
1180,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm220771.htm,"Lundbeck, Inc.",Ibuprofen lysine anti-inflammatory injection,NeoProfen,Visible particulate matter,07/2010
1181,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm220589.htm,"Specialty-Farms, LLC",Sprouts,Specialty Farms,Listeria monocytogenes,07/2010
1182,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm220601.htm,"Nutraloid Labs, Inc.",Dietary Supplement,"Ejaculoid XXTREME, Stimuloid II",Contains undeclared drug ingredient,07/2010
1183,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm220732.htm,Bay Valley Foods,Canned Soup,Chef&#39;s Cupboard,"Undeclared egg and wheat, mislabeled",07/2010
1184,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm220367.htm,"Biggers &amp; Callaham LLC., D/B/A Mice Direct","Reptile feed - mice, rats, chicks",Mice Direct,Salmonella,07/2010
1185,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm220204.htm,The Procter &amp; Gamble Company,cat food,Iams,Salmonella,07/2010
1186,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm220177.htm,"Pasco Processing, LLC",Corn and poblano pepper blend,,Listeria monocytogenes,07/2010
1187,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm220174.htm,"Specialty-Farms, LLC",sprouts,Specialty Farms,Listeria monocytogenes,07/2010
1188,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm220170.htm,Oregon Ice Cream Company LLC,,Oregon Ice Cream Co.,Undeclared peanuts,07/2010
1189,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm220876.htm,"Kashmir Crown Baking, LLC",Cake Rusk,KCB,Undeclared egg,07/2010
1190,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm220227.htm,"Airgas South, Inc.",Medical Gas Products,Airgas South,"Does not comply with GMP&#39;s, Chemical contamination",07/2010
1191,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm220370.htm,Dulcería Chepito,Candy,Chepito,undeclared eggs,07/2010
1192,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm219962.htm,J &amp; H Besta Corp.,,Joyful Slim Herb Supplement,Contains undeclared drug ingredient,07/2010
1193,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm220173.htm,Quong Hop &amp; Co.,"hummus, salads, wraps, sandwiches, and other food items",Raquel&#39;s,"Listeria monocytogenes, undeclared soy",07/2010
1194,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm220353.htm,Bausch + Lomb,Vitamins,PreserVision,"Difficulty swallowing, Choking hazard",07/2010
1195,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm219994.htm,"DeBoles Nutritional Foods, Inc.",Gluten Free Tubettini Corn Pasta,DeBoles,Undeclared wheat,07/2010
1196,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm219722.htm,Cook Medical,Tracheostomy Introducer Sets and Trays,"Ciaglia Blue Rhino, Ciaglia Blue Dolphin",Air leakage,07/2010
1197,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm219558.htm,"Good Health, Inc.",Dietary supplement Vialipro,"Good Health, Inc.",Adulterated: Undeclared drug substance (Sulfoaildenafil),07/2010
1198,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm219449.htm,J &amp; H Besta Corp.,Dietary Supplement,Slim-30 Herb Supplement,Contains undeclared drug ingredient,07/2010
1199,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm219200.htm,Feline’s Pride,Cat Food,Feline’s Pride,Salmonella,07/2010
1200,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm219439.htm,"D &amp; M Smoked Fish, Inc.",herring,Haifa,potential for botulism,07/2010
1201,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm219037.htm,Diamond USA Inc.,Dry Apricot Rolled,Diamond,Undeclared sulfites,07/2010
1202,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm219057.htm,Fresh Express,Romaine-based ready-to-eat salads,Fresh Express,E. coli O157:H7,07/2010
1203,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm218864.htm,Bristol-Myers Squibb,Coumadin Tablets,Coumadin,Subpotent,07/2010
1204,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm218939.htm,Quality Food Center,Broccoli Raisin Salad Kit,Quality Food Center,Undeclared walnuts,07/2010
1205,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm218474.htm,Miravalle Foods Inc.,Chile Peppers,Miravalle,Salmonella,07/2010
1206,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm218455.htm,"J. Hellman Frozen Foods, Inc.",Avocado Pulp,Señor Mexicano,Listeria monocytogenes,07/2010
1207,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm218437.htm,McNeil Consumer Healthcare,Over the counter (OTC) products,Benadryl; Tylenol; Motrin,"Uncharacteristic smell caused by the presence of trace amounts of a chemical called 2,4,6-tribromoanisole (TBA)",07/2010
1208,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm218325.htm,Ready Pac Foods Inc.,Baby Spinach,Ready Pac,E. coli O157:H7,07/2010
1209,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm218714.htm,"Marjon Specialty Foods, Inc.",Sliced apples,"Simply Fresh Fruit, Miller&#39;s Ale House",Listeria monocytogenes,07/2010
1210,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm218039.htm,"Merrick Pet Care, Inc.",Pet treats for dogs,Merrick,Salmonella,07/2010
1211,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm217992.htm,"Setton International Foods, Inc.",Trail Mix,Fairway and Setton Farms,Undeclared peanuts and chocolate flavored chips,07/2010
1212,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm217999.htm,United Pet Group,Vitamin tablets for dogs,Pro-Pet,Salmonella,07/2010
1213,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm217902.htm,Azteca Linda Corp.,Cheese,Queso El Azteca,Listeria monocytogenes,07/2010
1214,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm217826.htm,Feline&#39;s Pride,Cat Food,Feline&#39;s Pride,Salmonella,07/2010
1215,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm217779.htm,Tri-Union Seafoods LLC,Canned tuna,Chicken of the Sea,Loose can seams,06/2010
1216,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm217854.htm,"I Dolce, Inc. dba Roba Dolce",,Roba Dolce,Undeclared peanuts,06/2010
1217,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm217836.htm,"Domega NY International Co., LTD",Custard Pie,Fuma,Undeclared milk powder,06/2010
1218,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm218764.htm,Champion Nutrition,Whey Protein,Champion Nutrition,Undeclared peanuts,06/2010
1219,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm217403.htm,"Pure Base Distribution, LLC",Garlic Spread,Pure Base,Allergens,06/2010
1220,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm217482.htm,INZ Distributors Inc./Magic Power Coffee Inc.,,Magic Power Coffee,"Contains undeclared hydroxythiohomosildenafil, an analog of Sildenafil",06/2010
1221,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm217338.htm,Kellogg Company,Cereal,Kellogg,Off odor,06/2010
1222,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm217207.htm,"Lancaster Foods, LLC",Fresh Spinach,"Krisp-Pak, Lancaster Fresh, Giant, and America&#39;s Choice",Listeria monocytogenes,06/2010
1223,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm217376.htm,The Procter &amp; Gamble Company,Nasal Spray,Sinex,may not meet package expiration date,06/2010
1224,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm216903.htm,United Pet Group,Vitamin tablets for dogs,Pro-Pet,Salmonella,06/2010
1225,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm216298.htm,"Natural Balance Pet Foods, Inc.,",Sweet Potato &amp; Chicken Dry Dog Food,Natural Balance,Salmonella,06/2010
1226,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm216334.htm,Rich Products Corporation,Bavarian Crème Filling,Allen,Allergens,06/2010
1227,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm216217.htm,"Kent Nutrition Group, Inc.",Numerous finished swine feeds,Kent Feeds Swine Products,Insufficient vitamin D levels,06/2010
1228,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm216371.htm,"Portland Shellfish Company, Inc.","Cooked, ready to eat frozen lobster claw and knuckle meat",Meat Without Feet,Listeria monocytogenes,06/2010
1229,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm215524.htm,"Portland Shellfish Company, Inc.","cooked, fresh or frozen lobster claw and knuckle meat",Portland Shellfish Co. Inc brand; Claw island; Craig’s All Natural; and Inland Ocean,Potential contamination with Listeria monocytogenes,06/2010
1230,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm215921.htm,McNeil Consumer Healthcare,Over the counter (OTC) products,Benadryl; Tylenol,"Uncharacteristic smell caused by the presence of trace amounts of a chemical called 2,4,6-tribromoanisole (TBA)",06/2010
1231,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm215387.htm,Bimbo Bakeries USA,Soft White Bread,Bimbo,Undeclared milk,06/2010
1232,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm215451.htm,"Sirob Imports, Inc.",sun dried tomatoes,Strawberry Farm,sulfites,06/2010
1233,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm215237.htm,Domega NY International Co. LTD,Fuma Custard Pie,,Undeclared eggs,06/2010
1234,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm215421.htm,Kroger Co.,,Kroger,Undeclared tree nuts,06/2010
1235,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm214996.htm,Procter &amp; Gamble Company,canned cat food,Iams,low thiamine levels,06/2010
1236,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm214616.htm,Eastern Fish,frozen shrimp,"Hannaford, Bloom",sulfites,06/2010
1237,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm214848.htm,Pfizer Inc.,"Metronidazole, Ciprofloxacin and Ondansetron IV Products",Pfizer Injectables,foreign material and non-sterility,06/2010
1238,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm214850.htm,"West-Ward Pharmaceuticals Inc.,",Ondansetron in 5% Dextrose Injection and Metronidazole Injection 500mg/100ml USP,,foreign material and non-sterility,06/2010
1239,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm214859.htm,"Defibtech, LLC",,Defibtech,may not charge and provide therapy,06/2010
1240,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm214290.htm,"Kent Nutrition Group, Inc.",20 Lamb DQ45 Medicated,Kent,Excess copper,06/2010
1241,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm214244.htm,"Sagent Pharmaceuticals, Inc.",ondansetron injection in 5% dextrose 32mg / 50 mL,Sagent,foreign material and non-sterility,06/2010
1242,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm214220.htm,Claris Lifesciences,,Claris,particulate matter,06/2010
1243,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm214039.htm,Better Made Snack Foods,Original Potato Sticks,Better Made,allergen,05/2010
1244,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm214005.htm,"Blacksmith Brands, Inc.","PediaCare Products: Multi-Symptom Cold, Long Acting Cough,  Decongestant, and Allergy and Cold",PediaCare,may contain particulate matter,05/2010
1245,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm213783.htm,organicgirl Produce,baby spinach,organicgirl,salmonella,05/2010
1246,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm213880.htm,"Hospira, Inc.","Propofol Injectable Emulsion 1% and Liposyn™ (Intravenous Fat Emulsion) products which include Liposyn II 10%, Liposyn II 20%, Liposyn III 10%, Liposyn III 20%, and Liposyn III 30%",Hospira,may contain particulate matter,05/2010
1247,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm213777.htm,"Wally&#39;s Nut House, LLC",Trail mixes,Wally&#39;s Nut House,allergens,05/2010
1248,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm213247.htm,Fresh Express,Romaine-based ready-to-eat salads,Fresh Express,Salmonella,05/2010
1249,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm213474.htm,So Shing Hing (USA) Trading Co Ltd,dried melon,So Shing Hing,sulfites,05/2010
1250,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm213119.htm,Caldwell Fresh Foods,alfalfa sprouts,"Caldwell Fresh Foods, Nature&#39;s Choice, California Exotics",salmonella,05/2010
1251,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm212902.htm,Valu Time,Ranch dressing,Valu Time,Undeclared egg,05/2010
1252,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm212897.htm,Rise &#39;N Roll Bakery,Gourmet Cookie Mixes,Rise &#39;N Roll Specialties,Undeclared milk,05/2010
1253,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm212896.htm,Rise ‘N Roll Bakery,Peanut Butter Spread,Rise ‘N Roll Specialties,Undeclared egg,05/2010
1254,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm212458.htm,Dominguez Family Enterprises,Bakery products,Juanita&#39;s,allergens,05/2010
1255,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm212302.htm,"Sagent Pharmaceuticals, Inc.","metronidazole injection, USP 500mg / 100mL",Sagent Pharmaceuticals,sterility,05/2010
1256,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm213647.htm,Herb and Honey Inc.,dried apricot,,sulfites,05/2010
1257,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm213012.htm,Baxter International Inc.,Hylenex (hyaluronidase human injection),no brand name,glass contamination,05/2010
1258,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm212147.htm,"Amish Wedding Foods, Inc.","Pumpkin Butter, Sweet Potato Butter","Amish Wedding Foods, Finney&#39;s Bulk Foods, Our Maker&#39;s Acres, more",Potential for botulism,05/2010
1259,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm212092.htm,"Baroody Imports, Inc.",dried apricots,Baroody,sulfites,05/2010
1260,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm212029.htm,Ryt-way Industries LLC,Sunflower Seeds,Bigs,Allergen,05/2010
1261,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm211207.htm,"Mt. Vikos, Inc.",Cheese,Mt. Vikos,Listeria monocytogenes,05/2010
1262,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm211131.htm,Freshway Foods,Products containing Romaine lettuce,"Freshway,  Imperial Sysco",Escherichia coli O145 bacteria,05/2010
1263,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm211108.htm,Teleflex Medical,Hygroscopic Condenser Humidifier,AQUA+FLEX,flex tube may not fit securely,05/2010
1264,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm210817.htm,Nestlé USA,Fudge Kits,Nestlé CARNATION,allergen,05/2010
